signal_type,compression_level,prime_file,correct_word,babbling_file,mask1_file,mask2_file,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,main.thisRepN,main.thisTrialN,main.thisN,main.thisIndex,thisRow.t,notes,response_key,rt,trial_outcome,babble_duration,Participant ID,Session,date,
absent,0.6,SILENCE,NA,babble_20.wav,cirkel_reversed.wav,bygning_reversed.wav,,,,,0,113,113,113,,,z,0.8208619170181919,Correct Rejection,1.3836745045376808,88776655,001,2025-11-21_10-26-58,
present,0.1,kujon_compressed.wav,kujon,babble_31.wav,djævel_reversed.wav,hader_reversed.wav,,,,,0,114,114,114,,,m,0.6740105840144679,Hit,1.2870833900720018,88776655,001,2025-11-21_10-26-58,
present,0.1,oprør_compressed.wav,oprør,babble_68.wav,offer_reversed.wav,skønhed_reversed.wav,,,,,0,115,115,115,,,z,0.725746167008765,Miss,1.4768965206053388,88776655,001,2025-11-21_10-26-58,
absent,0.5,SILENCE,NA,babble_78.wav,redning_reversed.wav,trofæ_reversed.wav,,,,,0,116,116,116,,,z,0.5512160419893917,Correct Rejection,1.489502576433036,88776655,001,2025-11-21_10-26-58,
absent,0.7,SILENCE,NA,babble_11.wav,drukne_reversed.wav,gaffel_reversed.wav,,,,,0,117,117,117,,,z,2.6423517079965677,Correct Rejection,1.0140884393737348,88776655,001,2025-11-21_10-26-58,
absent,0.6,SILENCE,NA,babble_29.wav,nøgle_reversed.wav,illoyal_reversed.wav,,,,,0,118,118,118,,,z,0.8608044589927886,Correct Rejection,1.2748768355777154,88776655,001,2025-11-21_10-26-58,
absent,0.5,SILENCE,NA,babble_59.wav,ketchup_reversed.wav,frygtsom_reversed.wav,,,,,0,119,119,119,,,z,0.7494685419951566,Correct Rejection,1.4362040387552442,88776655,001,2025-11-21_10-26-58,
absent,0.4,SILENCE,NA,babble_21.wav,oprør_reversed.wav,vandal_reversed.wav,,,,,0,120,120,120,,,z,0.6429469589784276,Correct Rejection,0.8919513830223981,88776655,001,2025-11-21_10-26-58,
absent,0.7,SILENCE,NA,babble_91.wav,papir_reversed.wav,kujon_reversed.wav,,,,,0,121,121,121,,,z,0.7376402500085533,Correct Rejection,1.4417675800405148,88776655,001,2025-11-21_10-26-58,
absent,0.2,SILENCE,NA,babble_4.wav,avis_reversed.wav,voldtægt_reversed.wav,,,,,0,122,122,122,,,z,0.8982127910130657,Correct Rejection,1.1551463571361922,88776655,001,2025-11-21_10-26-58,
absent,0.2,SILENCE,NA,babble_87.wav,succes_reversed.wav,måned_reversed.wav,,,,,0,123,123,123,,,z,1.755209458002355,Correct Rejection,0.8601712124860434,88776655,001,2025-11-21_10-26-58,
present,0.1,kage_compressed.wav,kage,babble_7.wav,kujon_reversed.wav,sollys_reversed.wav,,,,,0,124,124,124,,,z,0.6052416659949813,Miss,0.5414436669568289,88776655,001,2025-11-21_10-26-58,
absent,0.2,SILENCE,NA,babble_1.wav,humor_reversed.wav,gratis_reversed.wav,,,,,0,125,125,125,,,z,1.007880249992013,Correct Rejection,0.6136201765819798,88776655,001,2025-11-21_10-26-58,
absent,0.4,SILENCE,NA,babble_67.wav,fremskridt_reversed.wav,maling_reversed.wav,,,,,0,126,126,126,,,z,1.932513542007655,Correct Rejection,1.462572483009417,88776655,001,2025-11-21_10-26-58,
absent,0.2,SILENCE,NA,babble_21.wav,spænding_reversed.wav,lyse_reversed.wav,,,,,0,127,127,127,,,z,0.6618138749909122,Correct Rejection,1.1455529279967371,88776655,001,2025-11-21_10-26-58,
absent,0.1,SILENCE,NA,babble_61.wav,kugle_reversed.wav,sikker_reversed.wav,,,,,0,128,128,128,,,z,1.355122292006854,Correct Rejection,0.6025469091199201,88776655,001,2025-11-21_10-26-58,
present,0.3,bange_compressed.wav,bange,babble_56.wav,fase_reversed.wav,stjerne_reversed.wav,,,,,0,129,129,129,,,m,1.2744714579894207,Hit,1.4459839277452737,88776655,001,2025-11-21_10-26-58,
present,0.2,magisk_compressed.wav,magisk,babble_25.wav,tumor_reversed.wav,fængsel_reversed.wav,,,,,0,130,130,130,,,m,0.4191264160035644,Hit,1.441534792412639,88776655,001,2025-11-21_10-26-58,
absent,0.7,SILENCE,NA,babble_79.wav,oprør_reversed.wav,slagtning_reversed.wav,,,,,0,131,131,131,,,z,0.9155833749973681,Correct Rejection,1.3759980710424227,88776655,001,2025-11-21_10-26-58,
present,0.7,luksus_compressed.wav,luksus,babble_57.wav,sandhed_reversed.wav,forkert_reversed.wav,,,,,0,132,132,132,,,z,0.7937959999835584,Miss,0.8373395761429333,88776655,001,2025-11-21_10-26-58,
present,0.1,kysse_compressed.wav,kysse,babble_76.wav,modgang_reversed.wav,rigdom_reversed.wav,,,,,0,133,133,133,,,m,0.4123640420148149,Hit,1.2480293598656482,88776655,001,2025-11-21_10-26-58,
present,0.1,flirte_compressed.wav,flirte,babble_26.wav,engel_reversed.wav,flirte_reversed.wav,,,,,0,134,134,134,,,z,1.685691541992128,Miss,1.4736638217858626,88776655,001,2025-11-21_10-26-58,
